timestamp,temperature,vibration,pressure,operational_hours,efficiency_index,system_state,performance_score,fused,anomaly
2024-11-05 00:02:35.576399,69.42980775822238,46.90911056799782,29.13460290695141,0.0,0.9774304805327076,0,97.74304805327077,244.1939997669751,1.0
2024-11-05 01:02:35.576437,65.94332946500508,46.58316748187891,27.267504962332545,0.0,0.942252698429251,0,94.2252698429251,234.9615244505709,1.0
2024-11-05 02:02:35.576439,68.57966316079953,49.36207622666167,24.962968172571202,0.0,0.9271940165022506,0,92.71940165022507,236.55130322675973,1.0
2024-11-05 03:02:35.576441,70.12575713468568,52.209638320967784,33.19254983325002,0.0,0.9297538137241265,0,92.97538137241264,249.43308047504024,1.0
2024-11-05 04:02:35.576442,66.50233660500881,54.75885786899295,39.16344980713957,0.0,0.8488679721948937,0,84.88679721948938,246.1603094728256,1.0
2024-11-05 05:02:35.576443,75.01320833894623,54.745033227424464,39.90778714275469,0.0,0.8331725665396659,0,83.31725665396658,253.81645792963164,1.0
2024-11-05 06:02:35.576444,77.45123208723805,53.13869145215251,42.95856215091896,0.0,0.8061285563087756,0,80.61285563087756,254.96746987749586,1.0
2024-11-05 07:02:35.576445,72.8912810675833,58.63062065748306,34.72102211690637,0.0,0.8570037072118089,0,85.70037072118089,252.80029827036543,1.0
2024-11-05 08:02:35.576446,74.04747580360021,58.55324498884279,35.161374981581105,0.0,0.8463253254095535,0,84.63253254095535,253.24095364038902,1.0
2024-11-05 09:02:35.576447,70.63732123716822,52.23086288054328,34.24997533416835,0.0,0.9189087840173875,0,91.89087840173875,249.92794663763598,1.0
2024-11-05 10:02:35.576448,77.9965642796771,56.75720259445318,28.409502884064807,0.0,0.8538970189806696,0,85.38970189806696,249.40686867524272,1.0
2024-11-05 11:02:35.576449,73.78547305189234,58.23065842170736,31.462924108476724,0.0,0.8750036899043037,0,87.50036899043036,251.8544282624111,1.0
2024-11-05 12:02:35.576450,62.93179614780736,49.594075171578176,35.11082900506827,0.0,0.8848134684495524,0,88.48134684495524,237.0028606378586,1.0
2024-11-05 13:02:35.576451,70.01862234868676,48.64675585855623,25.7596558759381,0.0,0.9472863166728784,0,94.72863166728784,240.1009520671418,1.0
